CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,DateTime,Hour,DayOfWeek,Month,IsWeekend,Hour_sin,Hour_cos,DoW_sin,DoW_cos,Month_sin,Month_cos,NO2GT_lag_1h,NO2GT_lag_2h,NO2GT_lag_3h,NO2GT_lag_6h,NO2GT_lag_12h,NO2GT_lag_24h,COGT_lag_1h,COGT_lag_3h,COGT_lag_24h,NOxGT_lag_1h,NOxGT_lag_24h,T_lag_1h,T_lag_24h,RH_lag_1h,RH_lag_24h,NO2GT_rolling_3h_mean,NO2GT_rolling_6h_mean,NO2GT_rolling_24h_mean,NO2GT_rolling_24h_std,COGT_rolling_3h_mean,COGT_rolling_24h_mean,T_rolling_3h_mean,T_rolling_24h_mean,NO2GT_change_1h,NO2GT_change_3h,AQI_category,AQI_label
2.1,1119.5,8.781965454686262,930.75,118.0,885.75,89.0,1651.5,970.5,21.575000286102,46.075000762939,1.1725221760612543,2004-01-05 10:00:00,10.0,0.0,1.0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.49999999999999994,0.8660254037844387,86.0,73.0,67.0,42.0,113.0,113.0,1.8,1.2,2.8,104.0,192.0,19.425000190735,19.150000095367,54.574999809265,39.599999427795,82.66666666666667,63.666666666666664,89.29166666666667,33.661330112274754,1.8,2.2208333333333337,19.574999968210665,18.877083284987208,3.0,22.0,1,Moderate
1.9,1117.25,9.15795459328947,945.5,105.0,909.0,86.0,1656.5,915.0,24.625,36.674999237061,1.1201715962503869,2004-01-05 11:00:00,11.0,0.0,1.0,0,0.258819045102521,-0.9659258262890682,0.0,1.0,0.49999999999999994,0.8660254037844387,89.0,86.0,73.0,32.0,103.0,88.0,2.1,1.5,1.6,118.0,130.0,21.575000286102,19.724999904633,46.075000762939,38.449998855591,87.0,72.66666666666667,89.20833333333333,33.667141982582386,1.9333333333333333,2.2333333333333334,21.875000158945667,19.0812499556275,-3.0,13.0,1,Moderate
2.0,1109.5,9.209452844252333,947.5,101.0,900.5,86.0,1632.0,890.75,26.000000476837,31.900001049042,1.0565930479855168,2004-01-05 12:00:00,12.0,0.0,1.0,0,1.2246467991473532e-16,-1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,86.0,89.0,86.0,35.0,110.0,73.0,1.9,1.8,1.7,105.0,106.0,24.625,20.60000038147,36.674999237061,36.674999237061,87.0,81.16666666666667,89.75,33.49918882859572,2.0,2.245833333333333,24.066666920979667,19.30624995960113,0.0,0.0,1,Moderate
1.3,961.75,6.079764050342559,815.5,65.0,1043.75,66.0,1489.25,627.75,25.575000286102,31.52499961853,1.0184177367979412,2004-01-05 13:00:00,13.0,0.0,1.0,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0.49999999999999994,0.8660254037844387,86.0,86.0,89.0,67.0,84.0,73.0,2.0,2.1,1.7,101.0,102.0,26.000000476837,21.849999427795,31.900001049042,33.900001525879,79.33333333333333,81.0,89.45833333333333,33.681344554730764,1.7333333333333332,2.2291666666666665,25.400000254313,19.46145832869725,-20.0,-23.0,1,Moderate
1.3,963.25,6.512662727014059,835.25,59.0,1028.5,68.0,1495.25,555.75,24.775000572205,34.774998664856,1.0716122290175427,2004-01-05 14:00:00,14.0,0.0,1.0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.49999999999999994,0.8660254037844387,66.0,86.0,86.0,73.0,71.0,72.0,1.3,1.9,1.7,65.0,99.0,25.575000286102,21.849999427795,31.52499961853,33.900001525879,73.33333333333333,80.16666666666667,89.29166666666667,33.78123889748975,1.5333333333333332,2.2125,25.450000445048,19.583333376381002,2.0,-18.0,1,Moderate
1.8,1050.25,9.215898780684322,947.75,80.0,928.0,82.0,1583.75,651.5,26.125,30.275000572205,1.0101488818677111,2004-01-05 15:00:00,15.0,0.0,1.0,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0.49999999999999994,0.8660254037844387,68.0,66.0,86.0,86.0,71.0,81.0,1.3,2.0,1.9,59.0,108.0,24.775000572205,21.849999427795,34.774998664856,33.900001525879,72.0,79.5,89.33333333333333,33.771182295311895,1.4666666666666666,2.2083333333333335,25.491666952769,19.761458400222875,14.0,-4.0,1,Moderate
2.0,1053.25,8.276765149047742,910.5,98.0,948.75,91.0,1603.25,683.0,25.474999904633,33.525000572205,1.076671251067215,2004-01-05 16:00:00,16.0,0.0,1.0,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.49999999999999994,0.8660254037844387,82.0,68.0,66.0,89.0,42.0,93.0,1.8,1.3,2.3,80.0,131.0,26.125,21.849999427795,30.275000572205,33.900001525879,80.33333333333333,79.83333333333333,89.25,33.76420795947143,1.7,2.1958333333333333,25.458333492279333,19.91250008675779,9.0,25.0,1,Moderate
1.8,1044.75,8.25214813535065,909.5,89.0,947.5,95.0,1597.5,623.75,23.674999713898,37.22500038147,1.0745750328232098,2004-01-05 17:00:00,17.0,0.0,1.0,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.49999999999999994,0.8660254037844387,91.0,82.0,68.0,86.0,32.0,106.0,2.0,1.3,3.3,98.0,163.0,25.474999904633,23.599999745687,33.525000572205,27.533332824707,89.33333333333333,81.33333333333333,88.79166666666667,33.601215255800874,1.8666666666666665,2.1333333333333333,25.09166653951033,19.91562508543325,4.0,27.0,1,Moderate
2.4,1123.75,10.963457959141822,1013.0,114.0,849.25,104.0,1675.75,732.75,22.25,38.949999809265,1.0323931961051376,2004-01-05 18:00:00,18.0,0.0,1.0,0,-1.0,-1.8369701987210297e-16,0.0,1.0,0.49999999999999994,0.8660254037844387,95.0,91.0,82.0,86.0,35.0,132.0,1.8,1.8,4.2,89.0,211.0,23.674999713898,22.849999904633,37.22500038147,32.074999809265,96.66666666666667,84.33333333333333,87.625,32.50392952832946,2.0666666666666664,2.0583333333333336,23.799999872843667,19.890625089406875,9.0,22.0,2,Poor
4.0,1329.75,14.712582780369386,1139.5,195.0,759.25,131.0,1780.25,1062.25,20.650000095367,42.799999237061,1.029761382249692,2004-01-05 19:00:00,19.0,0.0,1.0,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,0.49999999999999994,0.8660254037844387,104.0,95.0,91.0,66.0,67.0,164.0,2.4,2.0,5.5,114.0,267.0,22.25,20.750000476837,38.949999809265,36.674999237061,110.0,95.16666666666667,86.25,29.710560265743,2.733333333333333,1.9958333333333336,22.191666603088336,19.886458406845627,27.0,40.0,2,Poor
2.8,1170.75,10.762921529695843,1005.75,156.0,834.75,112.0,1673.75,988.25,18.974999904633,51.675000190735,1.1221836115191808,2004-01-05 20:00:00,20.0,0.0,1.0,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,0.49999999999999994,0.8660254037844387,131.0,104.0,95.0,68.0,73.0,161.0,4.0,1.8,4.9,195.0,269.0,20.650000095367,18.25,42.799999237061,40.900000572205,115.66666666666667,102.5,84.20833333333333,25.77322366276701,3.0666666666666664,1.9083333333333332,20.625,19.916666736205332,-19.0,17.0,2,Poor
2.0,1085.0,9.377671550694837,954.0,109.0,866.25,100.0,1655.5,870.5,17.75,55.500000953674,1.1173779602099327,2004-01-05 21:00:00,21.0,0.0,1.0,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.49999999999999994,0.8660254037844387,112.0,131.0,104.0,82.0,86.0,124.0,2.8,2.4,2.5,156.0,154.0,18.974999904633,16.775000095367,51.675000190735,44.02499961853,114.33333333333333,105.5,83.20833333333333,24.601129642968505,2.933333333333333,1.8875,19.125,19.957291732231706,-12.0,-4.0,2,Poor
3.6,1358.25,14.838728111641782,1143.5,184.0,727.0,115.0,1851.25,1242.5,17.39999961853,57.574999809265,1.1342188587141384,2004-01-05 22:00:00,22.0,0.0,1.0,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.49999999999999994,0.8660254037844387,100.0,112.0,131.0,91.0,89.0,113.0,2.0,4.0,2.0,109.0,127.0,17.75,15.825000047684,55.500000953674,48.0,109.0,109.5,83.29166666666667,24.709581254992976,2.7999999999999994,1.9541666666666666,18.041666507721,20.02291671435029,15.0,-16.0,2,Poor
3.7,1385.0,13.310158892741038,1094.0,190.0,764.75,129.0,1768.75,1174.5,17.574999809265,58.47500038147,1.1645498714220024,2004-01-05 23:00:00,23.0,0.0,1.0,0,-0.25881904510252157,0.9659258262890681,0.0,1.0,0.49999999999999994,0.8660254037844387,115.0,100.0,112.0,95.0,86.0,103.0,3.6,2.8,2.0,184.0,122.0,17.39999961853,14.899999856949,57.574999809265,52.000000953674,114.66666666666667,115.16666666666667,84.375,26.139778948534737,3.0999999999999996,2.025,17.574999809264998,20.134375045696792,14.0,17.0,2,Poor
0.3,922.25,4.731304485603308,749.75,46.0,1084.5,45.0,1585.25,684.75,18.599999904633,75.749998092651,1.6074268413134862,2004-01-06 00:00:00,0.0,1.0,1.0,0,0.0,1.0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,129.0,115.0,100.0,104.0,86.0,110.0,3.7,2.0,3.5,190.0,185.0,17.574999809265,17.775000095367,58.47500038147,66.750001907349,96.33333333333333,105.33333333333333,81.66666666666667,26.729997261937516,2.533333333333333,1.8916666666666666,17.858333110809333,20.168750037749543,-84.0,-55.0,1,Moderate
0.3,830.0,2.878385872658079,644.33333333333,17.0,1235.0,23.0,1487.0,524.0,19.60000038147,68.433331807454,1.54425393151459,2004-01-06 01:00:00,1.0,1.0,1.0,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,45.0,129.0,115.0,131.0,66.0,84.0,0.3,3.6,2.4,46.0,129.0,18.599999904633,17.275000095367,75.749998092651,68.27499961853,65.66666666666667,87.33333333333333,79.125,29.27725411809739,1.433333333333333,1.8041666666666665,18.591666698456,20.2656250496705,-22.0,-92.0,0,Good
0.3,804.5,1.9852302955998735,583.0,18.0,1338.5,26.0,1493.5,526.75,17.974999904633,76.449998855591,1.560787767660741,2004-01-06 02:00:00,2.0,1.0,1.0,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,23.0,45.0,129.0,112.0,68.0,71.0,0.3,3.7,1.6,17.0,85.0,19.60000038147,16.525000095367,68.433331807454,70.224998474121,31.333333333333332,73.0,77.25,31.198174417047547,0.3,1.75,18.725000063578666,20.326041708389916,3.0,-103.0,0,Good
0.3,760.25,1.0631526949621053,505.25,18.0,1527.0,26.0,1413.25,451.75,17.300000190735,77.150001525879,1.5104152195231877,2004-01-06 03:00:00,3.0,1.0,1.0,0,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,26.0,23.0,45.0,100.0,82.0,71.0,0.3,0.3,1.3,18.0,85.0,17.974999904633,15.650000095367,76.449998855591,73.075000762939,25.0,60.666666666666664,75.375,32.89616404226563,0.3,1.7083333333333333,18.291666825612666,20.39479171236358,0.0,-19.0,0,Good
1.8,782.75,1.31322175102388,528.5,16.0,1437.0,24.0,1434.5,465.75,16.5,82.25,1.5318242518223646,2004-01-06 04:00:00,4.0,1.0,1.0,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,26.0,26.0,23.0,115.0,91.0,42.0,0.3,0.3,1.3,18.0,35.0,17.300000190735,16.174999952316,77.150001525879,69.89999961853,25.333333333333332,45.5,74.625,33.88062483382549,0.7999999999999997,1.7291666666666667,17.258333365122667,20.408333381017083,-2.0,1.0,0,Good
0.1,854.0,2.400843067625029,612.75,39.0,1272.25,41.0,1515.25,564.5,16.824999809265,81.299999237061,1.5452135446955504,2004-01-06 05:00:00,5.0,1.0,1.0,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,24.0,26.0,26.0,129.0,95.0,32.0,1.8,0.3,0.6,16.0,24.0,16.5,16.650000095367,82.25,67.124999046326,30.333333333333332,30.833333333333332,75.0,33.435206646262245,0.7333333333333331,1.7083333333333333,16.875,20.415625035762833,17.0,15.0,1,Moderate
0.3,984.75,6.090566655381708,816.0,107.0,987.0,65.0,1677.0,798.5,17.324999809265,78.60000038147,1.5411991347708387,2004-01-06 06:00:00,6.0,1.0,1.0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,41.0,24.0,26.0,45.0,104.0,35.0,0.1,0.3,0.7,39.0,30.0,16.824999809265,16.724999904633,81.299999237061,66.874998092651,43.333333333333336,34.166666666666664,76.25,32.4201359866257,0.7333333333333331,1.6916666666666667,16.88333320617667,20.440625031789168,24.0,39.0,1,Moderate
1.4,1225.0,12.506416413613422,1067.0,190.0,760.25,94.0,1921.5,1102.0,16.925000190735,80.89999961853,1.5472406933276932,2004-01-06 07:00:00,7.0,1.0,1.0,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,65.0,41.0,24.0,23.0,131.0,67.0,0.3,1.8,1.2,107.0,75.0,17.324999809265,16.875000476837,78.60000038147,66.549999237061,66.66666666666667,46.0,77.375,32.5533842493673,0.5999999999999998,1.7000000000000002,17.02499993642167,20.442708353201585,29.0,70.0,1,Moderate
2.7,1313.0,19.512346483092777,1282.75,236.0,671.0,100.0,2179.5,1298.5,17.099999427795,79.75,1.541986087329396,2004-01-06 08:00:00,8.0,1.0,1.0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,94.0,65.0,41.0,26.0,112.0,73.0,1.4,0.1,1.5,190.0,79.0,16.925000190735,17.724999427795,80.89999961853,61.97500038147,86.33333333333333,58.333333333333336,78.5,32.86070734108626,1.4666666666666666,1.75,17.116666475931666,20.416666686534917,6.0,59.0,2,Poor
2.3,1199.0,15.235887077766897,1156.0,227.0,758.0,103.0,1958.0,1272.0,18.5,70.300001144409,1.4825986667293716,2004-01-06 09:00:00,9.0,1.0,1.0,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,100.0,94.0,65.0,26.0,100.0,86.0,2.7,0.3,1.8,236.0,104.0,17.099999427795,19.425000190735,79.75,54.574999809265,99.0,71.16666666666667,79.20833333333333,33.210761962727176,2.1333333333333333,1.7708333333333333,17.50833320617667,20.378125011920957,3.0,38.0,2,Poor
1.8,1182.0,12.040228960945882,1051.0,211.0,828.75,89.0,1869.75,1205.5,19.574999809265,66.675001144409,1.5022724790095467,2004-01-06 10:00:00,10.0,1.0,1.0,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,103.0,100.0,94.0,24.0,115.0,89.0,2.3,1.4,2.1,227.0,118.0,18.5,21.575000286102,70.300001144409,46.075000762939,97.33333333333333,82.0,79.20833333333333,33.210761962727176,2.2666666666666666,1.758333333333333,18.391666412353334,20.294791658719415,-14.0,-5.0,1,Moderate
1.6,1173.0,12.374538402775087,1062.5,201.0,813.5,86.0,1904.5,1218.25,20.425000667572,63.075000762939,1.4969275804317623,2004-01-06 11:00:00,11.0,1.0,1.0,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,89.0,103.0,100.0,41.0,129.0,86.0,1.8,2.7,1.9,211.0,105.0,19.574999809265,24.625,66.675001144409,36.674999237061,92.66666666666667,89.5,79.20833333333333,33.210761962727176,1.9000000000000001,1.7458333333333333,19.500000158945667,20.119791686534917,-3.0,-14.0,1,Moderate
1.9,1258.75,15.94571743631389,1178.0,191.0,721.75,89.0,2059.5,1366.5,21.625,61.800000190735,1.577454120985489,2004-01-06 12:00:00,12.0,1.0,1.0,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,86.0,89.0,103.0,65.0,45.0,86.0,1.6,2.3,2.0,201.0,101.0,20.425000667572,26.000000476837,63.075000762939,31.900001049042,88.0,93.5,79.33333333333333,33.24306618342178,1.7666666666666666,1.7416666666666665,20.541666825612335,19.937500000000043,3.0,-14.0,1,Moderate
2.5,1263.0,15.702182283122928,1170.5,192.0,759.25,88.0,2029.25,1290.25,24.0,49.300001144409,1.4509499764670462,2004-01-06 13:00:00,13.0,1.0,1.0,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,89.0,86.0,89.0,94.0,23.0,66.0,1.9,1.8,1.3,191.0,65.0,21.625,25.575000286102,61.800000190735,31.52499961853,87.66666666666667,92.5,80.25,33.162642680661264,2.0,1.7916666666666667,22.016666889190663,19.871874988079124,-1.0,-1.0,1,Moderate
1.6,1155.75,13.484076653735867,1099.75,143.0,800.0,73.0,1883.75,1175.0,25.699999809265,43.824999809265,1.426218391979452,2004-01-06 14:00:00,14.0,1.0,1.0,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,88.0,89.0,86.0,100.0,26.0,68.0,2.5,1.6,1.3,192.0,59.0,24.0,24.775000572205,49.300001144409,34.774998664856,83.33333333333333,88.0,80.45833333333333,33.09798255597101,2.0,1.8041666666666665,23.77499993642167,19.910416622956628,-15.0,-13.0,1,Moderate
1.5,1166.75,12.447730384733632,1065.0,148.0,807.5,78.0,1886.25,1138.5,24.599999904633,47.500000953674,1.4486551025766354,2004-01-06 15:00:00,15.0,1.0,1.0,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,73.0,88.0,89.0,103.0,26.0,82.0,1.6,1.9,1.8,143.0,80.0,25.699999809265,26.125,43.824999809265,30.275000572205,79.66666666666667,83.83333333333333,80.29166666666667,33.09995293135581,1.8666666666666665,1.7916666666666667,24.766666571299336,19.846874952316334,5.0,-11.0,1,Moderate
2.5,1277.5,17.094871128341516,1212.75,183.0,732.75,95.0,2040.75,1292.5,24.800000190735,47.400000572205,1.4628209744062892,2004-01-06 16:00:00,16.0,1.0,1.0,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,78.0,73.0,88.0,89.0,24.0,91.0,1.5,2.5,2.0,148.0,98.0,24.599999904633,25.474999904633,47.500000953674,33.525000572205,82.0,84.83333333333333,80.45833333333333,33.166220592732536,1.8666666666666665,1.8125,25.03333330154433,19.818749964237252,17.0,7.0,1,Moderate
3.6,1341.75,21.990029094760025,1350.75,216.0,657.25,109.0,2200.75,1419.25,23.749999523163,50.474999427795,1.4635893757517289,2004-01-06 17:00:00,17.0,1.0,1.0,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,95.0,78.0,73.0,86.0,41.0,95.0,2.5,1.6,1.8,183.0,89.0,24.800000190735,23.674999713898,47.400000572205,37.22500038147,94.0,88.66666666666667,81.04166666666667,33.55395287627357,2.533333333333333,1.8875000000000002,24.383333206177,19.821874956289957,14.0,36.0,2,Poor
3.5,1352.75,19.85089135668633,1292.25,184.0,683.25,95.0,2177.75,1325.5,23.049999713898,53.825000762939,1.496834229666982,2004-01-06 18:00:00,18.0,1.0,1.0,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,109.0,95.0,78.0,89.0,65.0,104.0,3.6,1.5,2.4,216.0,114.0,23.749999523163,22.25,50.474999427795,38.949999809265,99.66666666666667,89.66666666666667,80.66666666666667,33.33579701040369,3.1999999999999997,1.9333333333333333,23.866666475932004,19.855208277702378,-14.0,17.0,1,Moderate
4.8,1501.0,27.884805057911585,1500.5,248.0,588.25,101.0,2365.1250000000005,1517.25,21.52499961853,65.774997711182,1.668797109675335,2004-01-06 19:00:00,19.0,1.0,1.0,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,95.0,109.0,95.0,88.0,94.0,131.0,3.5,2.5,4.0,184.0,195.0,23.049999713898,20.650000095367,53.825000762939,42.799999237061,101.66666666666667,91.83333333333333,79.41666666666667,31.8978214693849,3.966666666666667,1.9666666666666666,22.774999618530334,19.8916665911675,6.0,6.0,2,Poor
3.7,1355.25,19.72587548434374,1288.75,221.0,678.0,88.0,2158.25,1390.5,21.0,66.875,1.643588312987819,2004-01-06 20:00:00,20.0,1.0,1.0,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,101.0,95.0,109.0,73.0,100.0,112.0,4.8,3.6,2.8,248.0,156.0,21.52499961853,18.974999904633,65.774997711182,51.675000190735,94.66666666666667,94.33333333333333,78.41666666666667,31.200497023168595,4.0,2.004166666666667,21.858333110809337,19.976041595141126,-13.0,-21.0,1,Moderate
